pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author_login,author_id,merged_by_login,reviewer_count,reviewers,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,title_length,repo_language,description,description_length,is_bug_fix,is_new_feature,is_update,is_refactor,is_backend,is_frontend,task_id,images_count,body,description_word_count,description_croatian_words,description_croatian_pct,title_croatian_words,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes
608,2995272629,2025-11-10T13:17:00Z,2025-11-12T08:55:10Z,2025-11-12T08:55:10Z,2025-11-12T08:55:13Z,2025-11-10T13:21:14Z,2025-11-10T13:17:00+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],100,110,21,6,210,0,7,3,1,2,0,0,2025-11-11T16:15:07+00:00,2025-11-11T16:15:07+00:00,2,14701840 FS: Socket module,26,TypeScript,socket module sad nije globalan maknuto emitiranje socket eventa u event moduleu emita se socket event samo na kreiranju/brisanju notifikacija provjerom tipa entiteta u payloadu socket eventa (ne)radimo refetch entiteta,219,False,False,False,True,True,True,,0,"# Description

socket module sad nije globalan
maknuto emitiranje socket eventa u event moduleu
emita se socket event samo na kreiranju/brisanju notifikacija
provjerom tipa entiteta u payloadu socket eventa (ne)radimo refetch entiteta",32,4,12.5,0,1618.1166666666668,1618.1166666666668,0.0,2618.166666666667
609,2995410985,2025-11-10T13:55:31Z,2025-11-10T14:02:53Z,2025-11-10T14:02:53Z,2025-11-10T14:02:55Z,2025-11-10T13:56:26Z,2025-11-10T13:55:31+00:00,[user_2],2,[user_2],1,[user_3],1,0,1,2,1,0,0,1,1,0,0,0,2025-11-10T13:59:47+00:00,2025-11-10T13:59:47+00:00,0,14703968 BE: Notifikacije,25,TypeScript,nebi se dohvacale notifikacije jer se dobavljaju sve notifikacije kreirane nakon user.createdAt a kad su se prebacivale metode iz session repozitorija u user repozitorija desia se propust i nije se dohvaca createdAt na getById,226,True,False,False,False,True,False,,0,"# Description

nebi se dohvacale notifikacije jer se dobavljaju sve notifikacije kreirane nakon user.createdAt a kad su se prebacivale metode iz session repozitorija u user repozitorija desia se propust i nije se dohvaca createdAt na getById",35,5,14.285714285714285,0,4.266666666666666,4.266666666666666,0.0,7.366666666666662
610,2995456407,2025-11-10T14:08:27Z,2025-11-12T08:36:14Z,2025-11-12T08:36:14Z,2025-11-12T08:36:16Z,2025-11-10T14:13:30Z,2025-11-10T14:08:27+00:00,[user_2],2,[user_2],2,[user]|[user_3],14,4,6,1,18,0,0,1,1,0,0,0,2025-11-11T16:19:34+00:00,2025-11-11T16:19:34+00:00,2,14701850 BE: Configuration module,33,TypeScript,maknut Global() u Configuration moduleu i importan u ostalim moduleima koji ga koriste,86,True,False,False,False,True,False,,0,"# Description

maknut Global() u Configuration moduleu i importan u ostalim moduleima koji ga koriste",13,4,30.76923076923077,0,1571.1166666666666,1571.1166666666666,0.0,2547.783333333333
611,2995639373,2025-11-10T14:58:23Z,2025-11-11T14:14:18Z,2025-11-11T14:14:18Z,2025-11-11T14:14:21Z,,2025-11-10T14:58:23+00:00,[user_3],3,[user_3],1,[user],204,202,1,2,406,0,0,0,0,0,0,0,,,1,14087874 FE: Grupiranje event polja,35,TypeScript,Izmijenjena lokacija polja na event formi.,42,False,False,False,True,False,True,,1,"# Description

Izmijenjena lokacija polja na event formi.",6,1,16.666666666666664,0,,,0.0,1395.9166666666667
612,2999044925,2025-11-11T13:19:47Z,2025-11-12T08:37:14Z,2025-11-12T08:37:13Z,2025-11-12T08:37:16Z,2025-11-11T13:24:15Z,2025-11-11T13:19:47+00:00,[user_2],2,[user_2],2,[user]|[user_3],11,3,4,1,14,0,0,1,1,0,0,0,2025-11-11T16:21:22+00:00,2025-11-11T16:21:22+00:00,2,14718958 FE: Client edit,24,TypeScript,"padala je forma na editu jer createdAt nije naveden u validatoru a slali smo ga u formu, napravia san da ga ne saljemo u formu ko sta ne saljemo lastUpdatedAt i njemu slicna polja kad san doda createdAt u User tip san uvatia jos jedan bug u prefill modalu di bi ispisalo (prazno) za sve trenutne vrijednosti klijenta sta je krivo, a problem je bia u tome sta smo slali cili event a hendlali ga ko da smo dobili samo klijenta",424,True,False,False,False,False,True,,0,"# Description

padala je forma na editu jer createdAt nije naveden u validatoru a slali smo ga u formu, napravia san da ga ne saljemo u formu ko sta ne saljemo lastUpdatedAt i njemu slicna polja
kad san doda createdAt u User tip san uvatia jos jedan bug u prefill modalu di bi ispisalo (prazno) za sve trenutne vrijednosti klijenta sta je krivo, a problem je bia u tome sta smo slali cili event a hendlali ga ko da smo dobili samo klijenta",81,20,24.69135802469136,0,181.58333333333337,181.58333333333337,0.0,1157.4333333333334
613,2999387912,2025-11-11T15:01:28Z,2025-11-12T09:01:36Z,2025-11-12T09:01:36Z,2025-11-12T09:01:38Z,2025-11-11T15:38:13Z,2025-11-11T15:01:28+00:00,[user_2],2,[user_2],2,[user]|[user_3],71,123,11,3,194,0,0,1,1,0,0,0,2025-11-12T09:00:01+00:00,2025-11-12T09:00:01+00:00,2,14718960 FS: Kontakt pravna osoba,33,TypeScript,"bug: kad bi dodali novog kontakta prvo bi se to polje napunilo sa contactInitialValues koje sadrzava clientType PRIVATE_ENTITY pa kad bi isli upisat nekog postojecu pravnu osobu za kontakt, prominia bi mu se tip u privatnu osobu promjene: createUserType azuriran da su boolean polja opcionalna jer je u schemi defaultani na false PatchUserType popravljen da je zapravo Patch tip (opcionalno sve osim ID) maknuti selectovi clientTypea i companyNamea za kontakte jer nam sad ne tribaju na BE na create usera ako je klijent i nema clientType zakucavamo ga na privatna osoba pociscene inicijalne vrijednosti zaposlenika, klijenata, kontakata u user validatoru maknut required sa clientType jer ako nije tu defaultamo ga na privatnu osobu ako je klijent u pitanju",758,True,False,False,True,True,True,,0,"# Description

bug: kad bi dodali novog kontakta prvo bi se to polje napunilo sa contactInitialValues koje sadrzava clientType PRIVATE_ENTITY pa kad bi isli upisat nekog postojecu pravnu osobu za kontakt, prominia bi mu se tip u privatnu osobu

promjene:
createUserType azuriran da su boolean polja opcionalna jer je u schemi defaultani na false
PatchUserType popravljen da je zapravo Patch tip (opcionalno sve osim ID)
maknuti selectovi clientTypea i companyNamea za kontakte jer nam sad ne tribaju
na BE na create usera ako je klijent i nema clientType zakucavamo ga na privatna osoba
pociscene inicijalne vrijednosti zaposlenika, klijenata, kontakata
u user validatoru maknut required sa clientType jer ako nije tu defaultamo ga na privatnu osobu ako je klijent u pitanju",118,29,24.57627118644068,0,1078.55,1078.55,0.0,1080.1333333333334
614,2999599084,2025-11-11T16:01:10Z,2025-11-12T10:02:00Z,2025-11-12T10:02:00Z,2025-11-12T10:02:02Z,,2025-11-11T16:01:10+00:00,[user_2],2,[user_2],2,[user]|[user_3],1,2,1,2,3,0,0,1,1,0,0,0,2025-11-12T09:03:28+00:00,2025-11-12T09:03:28+00:00,2,14701941 BE: Offer module,25,TypeScript,maknut service module import u offer module,43,False,False,False,True,True,False,,0,"# Description

maknut service module import u offer module",7,1,14.285714285714285,0,1022.3,1022.3,0.0,1080.8333333333333
615,2999622659,2025-11-11T16:09:02Z,2025-11-12T09:09:52Z,2025-11-12T09:09:52Z,2025-11-12T09:09:54Z,,2025-11-11T16:09:02+00:00,[user_2],2,[user_2],2,[user]|[user_3],6,1,2,1,7,0,0,1,1,0,0,0,2025-11-12T09:04:29+00:00,2025-11-12T09:04:29+00:00,2,14701953 BE: Changes service komentar,37,TypeScript,"zakomentirano zasto pozivamo event getById u changes service i neradimo nista sa njim pomaka san i provjeru iz event controllera u changes service (ovo je bia privremeni fix da se izbjegne circular dependency, al sad se nemoze izbjec svakako)",242,False,False,False,True,True,False,,0,"# Description

zakomentirano zasto pozivamo event getById u changes service i neradimo nista sa njim
pomaka san i provjeru iz event controllera u changes service (ovo je bia privremeni fix da se izbjegne circular dependency, al sad se nemoze izbjec svakako)",39,9,23.076923076923077,0,1015.45,1015.45,0.0,1020.8333333333334
616,3001961434,2025-11-12T08:54:49Z,2025-11-12T10:12:09Z,2025-11-12T10:12:09Z,2025-11-12T10:12:10Z,,2025-11-12T08:54:49+00:00,[user_2],2,[user_2],2,[user]|[user_3],23,5,12,3,28,0,0,1,1,0,0,0,2025-11-12T09:14:01+00:00,2025-11-12T09:14:01+00:00,2,14701860 BE: Cache module,25,TypeScript,maknuta globalna registracija cache modulea i importan tamo di se koristi,73,False,False,False,True,True,False,,0,"# Description

maknuta globalna registracija cache modulea i importan tamo di se koristi",11,1,9.090909090909092,0,19.2,19.2,0.0,77.33333333333334
617,3002255113,2025-11-12T10:23:26Z,2025-11-13T10:50:42Z,2025-11-13T10:50:42Z,2025-11-13T10:50:44Z,,2025-11-12T10:23:26+00:00,[user_3],3,[user_3],2,[user_2]|[user],6,5,3,2,11,0,0,1,1,0,0,0,2025-11-12T12:25:02+00:00,2025-11-12T12:25:02+00:00,2,14742302 FE: EmployeeEdit validacija,36,TypeScript,1. na employee createu se password polje ne zacrveni ako je prazno - Falila su password i repeatPassword polja u createEmployeeInitialValues 2. na employee editu nebi tribalo postojat password polje jer smo odvojili edit i change password - Vracen id u formu da znamo je li u create ili edit modu i prema tome prikazujemo password polja,336,True,False,False,False,False,True,,0,"# Description

1. na employee createu se password polje ne zacrveni ako je prazno
- Falila su password i repeatPassword polja u createEmployeeInitialValues

2. na employee editu nebi tribalo postojat password polje jer smo odvojili edit i change password
- Vracen id u formu da znamo je li u create ili edit modu i prema tome prikazujemo password polja",55,15,27.27272727272727,0,121.6,121.6,0.0,1467.2666666666669
618,3002378673,2025-11-12T11:01:11Z,2025-11-14T07:44:05Z,2025-11-14T07:44:05Z,2025-11-14T07:44:06Z,,2025-11-12T11:01:11+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],90,303,17,4,393,0,3,2,1,1,0,0,2025-11-13T13:49:13+00:00,2025-11-13T13:49:13+00:00,2,14740837 FS: Assignee relacija,30,TypeScript,"obrisana internalPerson polja, dodana relacija Assignee na event maknuti endpointovi/hookovi koji su fetchali internalPerson cleanup svega di se koristia internalPerson dodan assigneeId u validator dohvacanje odgovorne osobe prilikom dohvacanja eventa azurirani event tipovi migracijska skripta",294,False,True,False,False,True,True,,0,"# Description

obrisana internalPerson polja, dodana relacija Assignee na event
maknuti endpointovi/hookovi koji su fetchali internalPerson
cleanup svega di se koristia internalPerson
dodan assigneeId u validator
dohvacanje odgovorne osobe prilikom dohvacanja eventa
azurirani event tipovi
migracijska skripta",36,4,11.11111111111111,0,1608.0333333333333,1608.0333333333333,0.0,2682.9
619,3002483666,2025-11-12T11:37:43Z,2025-11-14T12:22:58Z,2025-11-14T12:22:58Z,2025-11-14T12:23:01Z,,2025-11-12T11:37:43+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],27,10,5,5,37,1,2,3,1,2,0,0,2025-11-13T13:54:21+00:00,2025-11-14T12:00:25+00:00,3,14740841 (2) BE: Proširenje User modela,39,TypeScript,dodano isAssignee polje u user tablici azurirani validatori: - mail i lozinka nisu obavezni za odgovorne osobe dohvacamo isAssigne prilikom dohvacanja usera azurirani user tipovi,178,False,True,False,False,True,False,,0,"# Description

dodano isAssignee polje u user tablici
azurirani validatori:
- mail i lozinka nisu obavezni za odgovorne osobe
dohvacamo isAssigne prilikom dohvacanja usera
azurirani user tipovi",24,3,12.5,2,1576.6333333333332,2902.7,0.0,2925.25
620,3002684720,2025-11-12T12:45:02Z,2025-11-14T12:35:23Z,2025-11-14T12:35:23Z,2025-11-14T12:35:25Z,,2025-11-12T12:45:02+00:00,[user_2],2,[user_2],2,[user]|[user_3],91,35,16,11,126,1,0,2,1,1,0,0,2025-11-13T13:59:43+00:00,2025-11-14T12:16:23+00:00,3,14741084 FS: Assignee permisija,31,TypeScript,dodana canManageAssignees permisija,35,False,True,False,False,True,True,,0,"# Description

dodana canManageAssignees permisija",3,0,0.0,0,1514.6833333333334,2851.35,0.0,2870.35
621,3002761142,2025-11-12T13:07:20Z,2025-11-14T12:36:38Z,2025-11-14T12:36:38Z,2025-11-14T12:36:39Z,,2025-11-12T13:07:20+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],102,4,3,7,106,0,3,2,1,1,0,0,2025-11-13T14:16:43+00:00,2025-11-13T14:16:43+00:00,2,14740899 BE: Assignee query param,33,TypeScript,dodan assignee query param koji ako je true dobavljamo sve odgovorne osobe,74,False,True,False,False,True,False,,0,"# Description

dodan assignee query param koji ako je true dobavljamo sve odgovorne osobe",12,2,16.666666666666664,0,1509.3833333333332,1509.3833333333332,0.0,2849.3
622,3006007108,2025-11-13T08:44:57Z,2025-11-14T11:25:36Z,2025-11-14T11:25:36Z,2025-11-14T11:25:38Z,,2025-11-13T08:44:57+00:00,[user_2],2,[user_2],3,[user_2]|[user]|[user_3],70,32,3,1,102,0,2,2,1,1,0,0,2025-11-13T14:28:29+00:00,2025-11-13T14:28:29+00:00,2,14760669 BE: Event polja za klijenta,36,TypeScript,za klijente dobavljena event polja: - Datum - Vrijeme - trajanje - Usluga - Način isporuke - Lokacija - Vrsta klijenta - Telefon klijenta - E-mail klijenta - Broj osoba u narudžbi: od - do - Napomene,199,False,False,True,False,True,False,,0,"# Description

za klijente dobavljena event polja:
- Datum
- Vrijeme
- trajanje
- Usluga
- Način isporuke
- Lokacija
- Vrsta klijenta
- Telefon klijenta
- E-mail klijenta
- Broj osoba u narudžbi: od - do
- Napomene",26,25,96.15384615384616,1,343.5333333333333,343.5333333333333,0.0,1600.65
623,3006374667,2025-11-13T10:28:45Z,2025-11-14T11:37:24Z,2025-11-14T11:37:24Z,2025-11-14T11:37:26Z,,2025-11-13T10:28:45+00:00,[user_2],2,[user_2],2,[user]|[user_3],30,23,9,4,53,0,1,1,1,0,0,0,2025-11-13T14:55:24+00:00,2025-11-13T14:55:24+00:00,2,14762078 BE: Preferences polje,30,TypeScript,dodano opcionalno string preferences polje u User tablicu azurirani tipovi i validator select preferenci na getById primjetia san neke greske kod tipova pa san pocistia usput migracijska skripta azurirana update metoda u user serviceu tako da korisnici sami sebi mogu updateati preference bez canManageUsers prava,313,False,True,False,False,True,False,,0,"# Description

dodano opcionalno string preferences polje u User tablicu
azurirani tipovi i validator
select preferenci na getById
primjetia san neke greske kod tipova pa san pocistia usput
migracijska skripta
azurirana update metoda u user serviceu tako da korisnici sami sebi mogu updateati preference bez canManageUsers prava",45,6,13.333333333333334,0,266.65000000000003,266.65000000000003,0.0,1508.65
624,3006567982,2025-11-13T11:21:52Z,2025-11-21T10:50:30Z,2025-11-21T10:50:30Z,2025-11-21T10:50:32Z,,2025-11-13T11:21:52+00:00,[user_3],3,[user_3],2,[user_2]|[user],104,39,5,7,143,6,2,5,2,3,0,0,2025-11-14T11:48:01+00:00,2025-11-14T11:48:01+00:00,6,14744661 FE: Maknuti if uvjet kod MvpOfferContent u EventForm,61,TypeScript,Uklonjen if uvjet kod MvpOfferContent komponente u event formi.,63,False,False,False,True,False,True,,0,"# Description

Uklonjen if uvjet kod MvpOfferContent komponente u event formi.",9,1,11.11111111111111,1,1466.15,1466.15,4320.0,7168.633333333334
625,3006940861,2025-11-13T13:22:52Z,2025-11-15T13:43:25Z,2025-11-15T13:43:25Z,2025-11-15T13:43:27Z,,2025-11-13T13:22:52+00:00,[user_3],3,[user_3],2,[user_2]|[user],48,50,9,2,98,0,2,1,1,0,0,0,2025-11-14T11:53:00+00:00,2025-11-14T11:53:00+00:00,2,14761835 FE: Refresh forbidden,30,TypeScript,"Postojala su nam dva problema u kodu: - U pagevima smo imali if provjere za permisije prije deklaracije hookova, što je stvaralo error ""Rendered more hooks than in previous render..."" pa sam prebacio provjere nakon deklaracija. - Učitavanje usera nije instant pa bi neko vrijeme bio undefined, kod svakog useCurrentUser sam dodao isLoading provjeru i render spinnera.",367,True,False,False,False,False,True,,0,"# Description

Postojala su nam dva problema u kodu:
- U pagevima smo imali if provjere za permisije prije deklaracije hookova, što je stvaralo error ""Rendered more hooks than in previous render..."" pa sam prebacio provjere nakon deklaracija.
- Učitavanje usera nije instant pa bi neko vrijeme bio undefined, kod svakog useCurrentUser sam dodao isLoading provjeru i render spinnera.",55,49,89.0909090909091,0,1350.1333333333334,1350.1333333333334,860.55,2040.0
626,3011332388,2025-11-14T16:07:52Z,2025-11-21T11:28:04Z,2025-11-21T11:28:04Z,2025-11-21T11:28:06Z,,2025-11-14T16:07:52+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],403,91,12,19,494,0,23,10,1,9,0,0,2025-11-15T15:26:04+00:00,2025-11-21T10:15:58+00:00,4,14714003 FE: Vezani/ponavljajući događaji,41,TypeScript,"Kreirana funkcionalnost ponavljajućih događaja. Prilikom kreiranja postoji checkbox ""Uključi ponavljanje"" kojeg kad kliknemo otvori se dva inputa, jedan za broj tjedana, drugi za dane u tjednu. Funckionira na način da od startDate-a gledamo X broj tjedana unaprijed, i na označene dane, uz inicijalno postavljen datum kreiramo isti događaj. Ispod tih input-a se nalazi prozor o informacijama kada i koliko događaja kreiramo. Napravljene su sljedeće izmjene: - Kreirana EventRecurringGenerator komponenta koja sadrži gore navedenu logiku i prikazana je samo prilikom kreiranja događaja - Dodan recurring objekt (FE only) u formu sa propovima: enabled, days, weeks i eventCount za čuvanje stanja, handleanje grešaka i validaciju - Dodana validacija i postavljen limit na maksimalno kreiranje od 30 događaja (ako je malo vičite, promijenit ćemo) - Ako je događaj recurring, u EventForm šibamo await handleSubmit u for petlju za broj datuma - Zbog strukture api hooka, toastevi su prebačeni u EventForm, kao i handleanje grešaka Vidite i javite šta mislite o cjelokupnoj strukturi, naravno ovo nije idealno rješenje. U budućnosti možemo složiti poseban endpoint i novi hook za bulk kreiranje pa da šaljemo niz događaja na BE.",1221,False,True,False,False,False,True,,1,"# Description

Kreirana funkcionalnost ponavljajućih događaja. Prilikom kreiranja postoji checkbox ""Uključi ponavljanje"" kojeg kad kliknemo otvori se dva inputa, jedan za broj tjedana, drugi za dane u tjednu. Funckionira na način da od startDate-a gledamo X broj tjedana unaprijed, i na označene dane, uz inicijalno postavljen datum kreiramo isti događaj. Ispod tih input-a se nalazi prozor o informacijama kada i koliko događaja kreiramo. Napravljene su sljedeće izmjene:
- Kreirana EventRecurringGenerator komponenta koja sadrži gore navedenu logiku i prikazana je samo prilikom kreiranja događaja
- Dodan recurring objekt (FE only) u formu sa propovima: enabled, days, weeks i eventCount za čuvanje stanja, handleanje grešaka i validaciju
- Dodana validacija i postavljen limit na maksimalno kreiranje od 30 događaja (ako je malo vičite, promijenit ćemo)
- Ako je događaj recurring, u EventForm šibamo await handleSubmit u for petlju za broj datuma
- Zbog strukture api hooka, toastevi su prebačeni u EventForm, kao i handleanje grešaka

Vidite i javite šta mislite o cjelokupnoj strukturi, naravno ovo nije idealno rješenje. U budućnosti možemo složiti poseban endpoint i novi hook za bulk kreiranje pa da šaljemo niz događaja na BE.",180,162,90.0,3,1398.2,9728.1,4320.0,5480.200000000001
627,3013547228,2025-11-15T14:15:00Z,2025-11-15T16:44:23Z,2025-11-15T16:44:23Z,2025-11-15T16:44:25Z,,2025-11-15T14:15:00+00:00,[user_3],3,[user_3],2,[user_2]|[user],19,3,2,1,22,0,0,1,1,0,0,0,2025-11-15T15:31:45+00:00,2025-11-15T15:31:45+00:00,2,14744044 FE: Široke tablice,27,TypeScript,"Popravljen truncate u TableCell komponenti, dodan custom css za truncate ćelija.",80,True,False,False,False,False,True,,2,"# Description

Popravljen truncate u TableCell komponenti, dodan custom css za truncate ćelija.",11,10,90.9090909090909,2,76.75,76.75,149.38333333333335,0.0
628,3013561335,2025-11-15T14:32:15Z,2025-11-15T16:46:00Z,2025-11-15T16:46:00Z,2025-11-15T16:46:01Z,,2025-11-15T14:32:15+00:00,[user_3],3,[user_3],2,[user_2]|[user],4,0,1,1,4,0,0,1,1,0,0,0,2025-11-15T15:34:41+00:00,2025-11-15T15:34:41+00:00,2,14744189 FE: Centrirati login box vertikalno,44,TypeScript,Dodana puna visina na root element da bi login box bio centriran.,65,False,False,False,True,False,True,,1,"# Description

Dodana puna visina na root element da bi login box bio centriran.",12,3,25.0,0,62.43333333333334,62.43333333333334,133.75,0.0
629,3013573023,2025-11-15T14:42:49Z,2025-11-15T16:46:23Z,2025-11-15T16:46:23Z,2025-11-15T16:46:25Z,,2025-11-15T14:42:49+00:00,[user_3],3,[user_3],2,[user_2]|[user],12,7,7,1,19,0,0,1,1,0,0,0,2025-11-15T15:38:38+00:00,2025-11-15T15:38:38+00:00,2,"14744169 FE: Širina gumba ""Dodaj""",33,TypeScript,"Normalizirana širina gumbova ""Dodaj"" zamotavanjem teksta u span element.",72,True,False,False,False,False,True,,0,"# Description

Normalizirana širina gumbova ""Dodaj"" zamotavanjem teksta u span element.",9,9,100.0,3,55.81666666666666,55.81666666666666,123.56666666666666,0.0
630,3013687420,2025-11-15T16:40:57Z,2025-11-21T12:28:14Z,2025-11-21T12:28:14Z,2025-11-21T12:28:16Z,,2025-11-15T16:40:57+00:00,[user_3],3,[user_3],2,[user_2]|[user],58,6,3,5,64,0,2,2,1,1,0,0,2025-11-17T12:05:09+00:00,2025-11-21T10:32:41+00:00,3,14740878 FE: Ažuriranje User forme,34,TypeScript,"Ažurirana User (Employee) forma na temelju zahtjeva. Napravljene su sljedeće promjene: - Dodan checkbox ""Odgovorna osoba"" - Na temelju checkboxa prilagođena logika za polja email i password što se tiče opcionalnosti - Ako je ""Odgovorna osoba"" checkbox uključen, prikazuje se opcionalno polje ""Kontakt broj"" Nešto mi je padala validacija za email kad bih kreirao odgovornu osobu, međutim u međuvremenu je nekako proradilo, možda se packages nije osvježio, svakako testirajte.",474,False,True,False,False,False,True,,1,"# Description

Ažurirana User (Employee) forma na temelju zahtjeva. Napravljene su sljedeće promjene:
- Dodan checkbox ""Odgovorna osoba""
- Na temelju checkboxa prilagođena logika za polja email i password što se tiče opcionalnosti
- Ako je ""Odgovorna osoba"" checkbox uključen, prikazuje se opcionalno polje ""Kontakt broj""

Nešto mi je padala validacija za email kad bih kreirao odgovornu osobu, međutim u međuvremenu je nekako proradilo, možda se packages nije osvježio, svakako testirajte.",66,58,87.87878787878788,2,2604.2000000000003,8271.733333333332,3300.0,5087.283333333334
631,3016792826,2025-11-17T09:40:57Z,2025-11-21T09:38:03Z,2025-11-21T09:38:03Z,2025-11-21T09:38:05Z,,2025-11-17T09:40:57+00:00,[user_2],2,[user_2],2,[user]|[user_3],23,7,2,2,30,0,0,1,1,0,0,0,2025-11-19T12:41:19+00:00,2025-11-19T12:41:19+00:00,2,14801053 FS: Status nepoznato validacija,40,TypeScript,dopusti event status Nepoznato za događaje kreiranje prije 1.lipnja 2025.,73,True,False,False,False,True,True,,0,"# Description

dopusti event status Nepoznato za događaje kreiranje prije 1.lipnja 2025.",11,9,81.81818181818183,0,3060.366666666667,3060.366666666667,1440.0,4317.100000000001
632,3017369361,2025-11-17T12:47:26Z,2025-11-17T13:56:47Z,2025-11-17T13:56:47Z,2025-11-17T13:56:48Z,,2025-11-17T12:47:26+00:00,[user_2],2,[user_3],2,[user]|[user_3],12,1,1,1,13,0,0,1,1,0,0,0,2025-11-17T13:48:56+00:00,2025-11-17T13:48:56+00:00,2,14805449 BE: Bulk create event,30,TypeScript,"prosiren post event endpoint da omogucimo i bulk kreiranje dogadaja ovo je brzinsko rjesenje da se samo pozove obicni create vise puta, ako bude trebalo mozemo napravit i bas createMany servis koji ce u jednom requestu na bazu kreirati sve dogadaje.",249,False,True,False,False,True,False,,0,"# Description

prosiren post event endpoint da omogucimo i bulk kreiranje dogadaja
ovo je brzinsko rjesenje da se samo pozove obicni create vise puta, ako bude trebalo mozemo napravit i bas createMany servis koji ce u jednom requestu na bazu kreirati sve dogadaje.",41,9,21.951219512195124,0,61.49999999999999,61.49999999999999,0.0,69.35
633,3017736204,2025-11-17T14:37:41Z,2025-11-21T09:39:05Z,2025-11-21T09:39:05Z,2025-11-21T09:39:07Z,,2025-11-17T14:37:41+00:00,[user_2],2,[user_2],1,[user_3],0,172,7,1,172,0,0,1,1,0,0,0,2025-11-19T12:42:02+00:00,2025-11-19T12:42:02+00:00,0,14807758 FS: Client module,26,TypeScript,obrisano: - client module - useFetchClients hook - CLIENTS u apiRoutes,70,False,False,False,True,True,True,,0,"# Description

obrisano:
- client module
- useFetchClients hook
- CLIENTS u apiRoutes",8,1,12.5,0,2764.35,2764.35,1440.0,4021.4
634,3017765046,2025-11-17T14:44:29Z,2025-11-21T09:39:28Z,2025-11-21T09:39:28Z,2025-11-21T09:39:30Z,,2025-11-17T14:44:29+00:00,[user_2],2,[user_2],2,[user]|[user_3],11,59,10,1,70,0,0,1,1,0,0,0,2025-11-19T20:00:58+00:00,2025-11-19T20:00:58+00:00,2,14807760 BE: Notification forwardRef,36,TypeScript,obrisani forwardRefovi na notification module tamo di ne triba,62,False,False,False,True,True,False,,0,"# Description

obrisani forwardRefovi na notification module tamo di ne triba",9,2,22.22222222222222,0,3196.4833333333336,3196.4833333333336,1440.0,4014.9833333333327
636,3017881925,2025-11-17T15:16:53Z,2025-11-21T10:33:24Z,2025-11-21T10:33:24Z,2025-11-21T10:33:25Z,,2025-11-17T15:16:53+00:00,[user_2],2,[user_2],2,[user]|[user_3],60,127,9,3,187,0,1,1,1,0,0,0,2025-11-19T20:05:19+00:00,2025-11-19T20:05:19+00:00,2,14807766 BE: Locations module,29,TypeScript,obrisan location module i prebaceno sve u event module alignan endpoint na FE,77,False,False,False,True,True,True,,0,"# Description

obrisan location module i prebaceno sve u event module
alignan endpoint na FE",13,3,23.076923076923077,0,3168.4333333333334,3168.4333333333334,1440.0,4036.5166666666655
637,3017892239,2025-11-17T15:19:34Z,2025-11-17T15:26:11Z,2025-11-17T15:26:11Z,2025-11-17T15:26:13Z,,2025-11-17T15:19:34+00:00,[user_2],2,[user_2],0,,10,10,1,1,20,0,0,0,0,0,0,0,,,0,14807764 BE: Event controller prefix,36,TypeScript,dodan prefix u event controlleru da ne ponavljamo /events za svaki endpoint,75,True,False,False,False,True,False,,0,"# Description

dodan prefix u event controlleru da ne ponavljamo /events za svaki endpoint",12,4,33.33333333333333,0,,,0.0,6.616666666666662
638,3029336126,2025-11-20T10:44:56Z,2025-11-22T16:10:05Z,2025-11-22T16:10:05Z,2025-11-22T16:10:07Z,2025-11-20T10:54:34Z,2025-11-20T10:44:56+00:00,[user_3],3,[user_3],3,[user_2]|[user]|[user_3],175,45,2,8,220,0,8,4,1,3,0,0,2025-11-21T10:57:10+00:00,2025-11-22T12:01:03+00:00,2,14744200 FE: Ažurirati MvpOfferContent komponentu,49,TypeScript,Ažurirana MvpOfferContent komponenta na temelju privitka u zadatku. Napravljene su sljedeće izmjene: - Dodana select polja za vrstu i skupinu - Korigiranje col-ova da bude preglednije - Handleana logika da usluge nemaju skupine - Filtriranje popisa proizvoda na temelju vrste i skupine - Čišćenje komponente i korigiranje tipova - Ažuriranje validatora,352,False,False,True,False,False,True,,1,"# Description

Ažurirana MvpOfferContent komponenta na temelju privitka u zadatku. Napravljene su sljedeće izmjene:
- Dodana select polja za vrstu i skupinu
- Korigiranje col-ova da bude preglednije
- Handleana logika da usluge nemaju skupine
- Filtriranje popisa proizvoda na temelju vrste i skupine
- Čišćenje komponente i korigiranje tipova
- Ažuriranje validatora",46,45,97.82608695652172,3,1452.2333333333331,2956.116666666667,985.15,2220.0
