Colony.label,Crop,Province,Location,Site.type,Time.point,Date,Total.bees.in.sample (based on weight),Total.mites (counts by alcohol wash),Percent.mites,Mean.temp.3wks,Total.precip.3wks,Day.Average.Wind.Spd.kmph,Night.Average.Wind.Spd.kmph
SOY01u2,Soybean,Manitoba,Manitoba,u,t1,44014,295.5445545,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY01u3,Soybean,Manitoba,Manitoba,u,t1,44014,407.5471698,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY01u4,Soybean,Manitoba,Manitoba,u,t1,44004,301.8867925,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY02e1,Soybean,Manitoba,Manitoba,e,t1,44004,272.7722772,0,0,17.771875,2.4125,9.010062358,11.74969363
SOY02e2,Soybean,Manitoba,Manitoba,e,t1,44004,275,0,0,17.771875,2.4125,9.010062358,11.74969363
SOY02e3,Soybean,Manitoba,Manitoba,e,t1,44004,341.9354839,0,0,17.771875,2.4125,9.010062358,11.74969363
SOY02e4,Soybean,Manitoba,Manitoba,e,t1,44004,278.0952381,0,0,17.771875,2.4125,9.010062358,11.74969363
SOY02u1,Soybean,Manitoba,Manitoba,u,t1,44004,256.0606061,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY02u2,Soybean,Manitoba,Manitoba,u,t1,44004,283.9622642,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY02u3,Soybean,Manitoba,Manitoba,u,t1,44004,323.9583333,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY02u4,Soybean,Manitoba,Manitoba,u,t1,44004,240.7216495,0,0,17.771875,2.4125,10.8859127,15.63503735
SOY03e1,Soybean,Manitoba,Manitoba,e,t1,44005,324.7474747,0,0,17.4828125,2.5,10.8859127,15.63503735
SOY03e2,Soybean,Manitoba,Manitoba,e,t1,44005,372.8723404,0,0,17.4828125,2.5,10.8859127,15.63503735
SOY03e3,Soybean,Manitoba,Manitoba,e,t1,44005,246.6019417,0,0,17.4828125,2.5,10.8859127,15.63503735
SOY03e4,Soybean,Manitoba,Manitoba,e,t1,44005,240.2061856,0,0,17.4828125,2.5,10.8859127,15.63503735
SOY03u1,Soybean,Manitoba,Manitoba,u,t1,44005,241.2844037,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY03u2,Soybean,Manitoba,Manitoba,u,t1,44005,311.7117117,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY03u3,Soybean,Manitoba,Manitoba,u,t1,44005,308.5,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY03u4,Soybean,Manitoba,Manitoba,u,t1,44005,390.952381,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04e1,Soybean,Manitoba,Manitoba,e,t1,44005,351.0204082,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04e2,Soybean,Manitoba,Manitoba,e,t1,44005,326.9230769,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04e3,Soybean,Manitoba,Manitoba,e,t1,44005,266.1458333,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04e4,Soybean,Manitoba,Manitoba,e,t1,44005,279.7029703,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04u1,Soybean,Manitoba,Manitoba,u,t1,44005,306.3157895,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04u2,Soybean,Manitoba,Manitoba,u,t1,44005,276.2626263,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04u3,Soybean,Manitoba,Manitoba,u,t1,44005,340.625,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY04u4,Soybean,Manitoba,Manitoba,u,t1,44005,368.0412371,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05e1,Soybean,Manitoba,Manitoba,e,t1,44005,235.7142857,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05e2,Soybean,Manitoba,Manitoba,e,t1,44005,261.7021277,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05e3,Soybean,Manitoba,Manitoba,e,t1,44005,346.9387755,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05e4,Soybean,Manitoba,Manitoba,e,t1,44005,398.8636364,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05u1,Soybean,Manitoba,Manitoba,u,t1,44005,369.7916667,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05u2,Soybean,Manitoba,Manitoba,u,t1,44005,301.6129032,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05u3,Soybean,Manitoba,Manitoba,u,t1,44005,356.4356436,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY05u4,Soybean,Manitoba,Manitoba,u,t1,44005,276.0204082,0,0,17.4828125,2.5,10.68948413,15.50706116
SOY01e1,Soybean,Manitoba,Manitoba,e,t2,44033,256.6666667,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01e2,Soybean,Manitoba,Manitoba,e,t2,44033,244.6078431,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01e3,Soybean,Manitoba,Manitoba,e,t2,44033,232.1428571,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01e4,Soybean,Manitoba,Manitoba,e,t2,44033,231.4285714,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01u1,Soybean,Manitoba,Manitoba,u,t2,44033,274.0566038,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01u2,Soybean,Manitoba,Manitoba,u,t2,44033,322.8723404,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01u3,Soybean,Manitoba,Manitoba,u,t2,44033,344.3925234,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY01u4,Soybean,Manitoba,Manitoba,u,t2,44033,279.2079208,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY02e1,Soybean,Manitoba,Manitoba,e,t2,44032,183.1632653,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY02e2,Soybean,Manitoba,Manitoba,e,t2,44032,264.0776699,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY02e3,Soybean,Manitoba,Manitoba,e,t2,44032,258.2474227,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY02e4,Soybean,Manitoba,Manitoba,e,t2,44032,256.3157895,1,0.390143737,21.91212121,2.918181818,9.010062358,11.74969363
SOY02u1,Soybean,Manitoba,Manitoba,u,t2,44032,349.5283019,0,0,21.625,2.031818182,10.90086451,15.04818111
SOY02u2,Soybean,Manitoba,Manitoba,u,t2,44032,385.5670103,0,0,21.625,2.031818182,10.90086451,15.04818111
SOY02u3,Soybean,Manitoba,Manitoba,u,t2,44032,387.9120879,0,0,21.625,2.031818182,10.90086451,15.04818111
SOY02u4,Soybean,Manitoba,Manitoba,u,t2,44032,316.6666667,0,0,21.625,2.031818182,10.90086451,15.04818111
SOY03e1,Soybean,Manitoba,Manitoba,e,t2,44033,264.953271,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03e2,Soybean,Manitoba,Manitoba,e,t2,44033,250,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03e3,Soybean,Manitoba,Manitoba,e,t2,44033,225.4545455,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03e4,Soybean,Manitoba,Manitoba,e,t2,44033,248.6486486,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03u1,Soybean,Manitoba,Manitoba,u,t2,44033,253.9473684,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03u2,Soybean,Manitoba,Manitoba,u,t2,44033,359.4059406,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03u3,Soybean,Manitoba,Manitoba,u,t2,44033,298.1132075,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY03u4,Soybean,Manitoba,Manitoba,u,t2,44033,244.0909091,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04e1,Soybean,Manitoba,Manitoba,e,t2,44033,272.6415094,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04e2,Soybean,Manitoba,Manitoba,e,t2,44033,178.7037037,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04e3,Soybean,Manitoba,Manitoba,e,t2,44033,240.2777778,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04e4,Soybean,Manitoba,Manitoba,e,t2,44033,241.3265306,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04u1,Soybean,Manitoba,Manitoba,u,t2,44033,336.5740741,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04u2,Soybean,Manitoba,Manitoba,u,t2,44033,308.7378641,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04u3,Soybean,Manitoba,Manitoba,u,t2,44033,364.6226415,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY04u4,Soybean,Manitoba,Manitoba,u,t2,44033,314.0776699,0,0,21.60757576,2.918181818,8.548752834,11.74651157
SOY05e1,Soybean,Manitoba,Manitoba,e,t2,44032,223.6607143,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05e2,Soybean,Manitoba,Manitoba,e,t2,44032,229.3269231,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05e3,Soybean,Manitoba,Manitoba,e,t2,44032,258.0188679,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05e4,Soybean,Manitoba,Manitoba,e,t2,44032,192.2330097,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05u1,Soybean,Manitoba,Manitoba,u,t2,44032,213.4782609,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05u2,Soybean,Manitoba,Manitoba,u,t2,44032,206.3559322,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05u3,Soybean,Manitoba,Manitoba,u,t2,44032,240.1709402,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY05u4,Soybean,Manitoba,Manitoba,u,t2,44032,207.2072072,0,0,21.91212121,2.918181818,9.010062358,11.74969363
SOY01e1,Soybean,Manitoba,Manitoba,e,t3,44062,200.4464286,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01e2,Soybean,Manitoba,Manitoba,e,t3,44062,254.4117647,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01e3,Soybean,Manitoba,Manitoba,e,t3,44062,219.4174757,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01e4,Soybean,Manitoba,Manitoba,e,t3,44062,249.5098039,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01u1,Soybean,Manitoba,Manitoba,u,t3,44062,213.2075472,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01u2,Soybean,Manitoba,Manitoba,u,t3,44062,312.3809524,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01u3,Soybean,Manitoba,Manitoba,u,t3,44062,233.9622642,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY01u4,Soybean,Manitoba,Manitoba,u,t3,44062,285.6435644,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY02e1,Soybean,Manitoba,Manitoba,e,t3,44057,240.3061224,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY02e2,Soybean,Manitoba,Manitoba,e,t3,44057,212.9807692,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY02e3,Soybean,Manitoba,Manitoba,e,t3,44057,262.3655914,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY02e4,Soybean,Manitoba,Manitoba,e,t3,44057,267.9245283,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY02u1,Soybean,Manitoba,Manitoba,u,t3,44057,348.4042553,0,0,20.70227273,3.211363636,10.08567177,14.18262868
SOY02u2,Soybean,Manitoba,Manitoba,u,t3,44057,248.4693878,0,0,20.70227273,3.211363636,10.08567177,14.18262868
SOY02u3,Soybean,Manitoba,Manitoba,u,t3,44057,320.3125,0,0,20.70227273,3.211363636,10.08567177,14.18262868
SOY02u4,Soybean,Manitoba,Manitoba,u,t3,44057,304.5,0,0,20.70227273,3.211363636,10.08567177,14.18262868
SOY03e1,Soybean,Manitoba,Manitoba,e,t3,44061,246.1538462,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY03e2,Soybean,Manitoba,Manitoba,e,t3,44061,244.0366972,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY03e3,Soybean,Manitoba,Manitoba,e,t3,44061,207.6576577,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY03e4,Soybean,Manitoba,Manitoba,e,t3,44061,259,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY03u1,Soybean,Manitoba,Manitoba,u,t3,44062,265.0442478,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY03u2,Soybean,Manitoba,Manitoba,u,t3,44062,263.5,3,1.138519924,20.16,1.861538462,8.142998866,11.1971758
SOY03u3,Soybean,Manitoba,Manitoba,u,t3,44062,262.1495327,0,0,20.16,1.861538462,8.142998866,11.1971758
SOY03u4,Soybean,Manitoba,Manitoba,u,t3,44062,210.5263158,2,0.95,20.16,1.861538462,8.142998866,11.1971758
SOY04e1,Soybean,Manitoba,Manitoba,e,t3,44057,284.375,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04e2,Soybean,Manitoba,Manitoba,e,t3,44057,271.0784314,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04e3,Soybean,Manitoba,Manitoba,e,t3,44057,263.2653061,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04e4,Soybean,Manitoba,Manitoba,e,t3,44057,230.5555556,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04u1,Soybean,Manitoba,Manitoba,u,t3,44057,300.952381,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04u2,Soybean,Manitoba,Manitoba,u,t3,44057,332.4742268,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04u3,Soybean,Manitoba,Manitoba,u,t3,44057,319.0721649,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY04u4,Soybean,Manitoba,Manitoba,u,t3,44057,268.6170213,0,0,20.70461538,1.690769231,8.057681406,11.56696747
SOY05e1,Soybean,Manitoba,Manitoba,e,t3,44061,274.537037,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY05e2,Soybean,Manitoba,Manitoba,e,t3,44061,243.6893204,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY05e3,Soybean,Manitoba,Manitoba,e,t3,44061,256.9444444,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY05e4,Soybean,Manitoba,Manitoba,e,t3,44061,210.1941748,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY05u1,Soybean,Manitoba,Manitoba,u,t3,44061,259.7222222,1,0.385026738,19.89384615,1.803076923,7.75212585,10.86488414
SOY05u2,Soybean,Manitoba,Manitoba,u,t3,44061,293.4782609,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY05u3,Soybean,Manitoba,Manitoba,u,t3,44061,350,0,0,19.89384615,1.803076923,7.75212585,10.86488414
SOY05u4,Soybean,Manitoba,Manitoba,u,t3,44061,294.9074074,0,0,19.89384615,1.803076923,7.75212585,10.86488414
CAC01e1,Canola oil,Alberta,Southern Alberta,e,t1,44006,284.7014925,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01e2,Canola oil,Alberta,Southern Alberta,e,t1,44006,315.9144893,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01e3,Canola oil,Alberta,Southern Alberta,e,t1,44006,244.6820175,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01e4,Canola oil,Alberta,Southern Alberta,e,t1,44006,286.9965478,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01u1,Canola oil,Alberta,Southern Alberta,u,t1,44006,254.4262295,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01u2,Canola oil,Alberta,Southern Alberta,u,t1,44006,253.5204082,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01u3,Canola oil,Alberta,Southern Alberta,u,t1,44006,290.4411765,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01u4,Canola oil,Alberta,Southern Alberta,u,t1,44006,282.0175439,0,0,14.31212121,2.259375,16.90901361,19.03919068
CAC01e1,Canola oil,Alberta,Southern Alberta,e,t2,44025,294.0935673,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01e2,Canola oil,Alberta,Southern Alberta,e,t2,44025,207.0491803,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01e3,Canola oil,Alberta,Southern Alberta,e,t2,44025,223.0167015,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01e4,Canola oil,Alberta,Southern Alberta,e,t2,44025,253.8925439,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01u1,Canola oil,Alberta,Southern Alberta,u,t2,44025,289.5096921,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01u2,Canola oil,Alberta,Southern Alberta,u,t2,44025,279.4926004,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01u3,Canola oil,Alberta,Southern Alberta,u,t2,44025,201.6489362,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01u4,Canola oil,Alberta,Southern Alberta,u,t2,44025,259.4563986,0,0,15.46515152,6.08627451,15.11765873,17.38992057
CAC01e1,Canola oil,Alberta,Southern Alberta,e,t3,44040,280.2800467,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01e2,Canola oil,Alberta,Southern Alberta,e,t3,44040,274.9169435,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01e3,Canola oil,Alberta,Southern Alberta,e,t3,44040,167.9141717,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01e4,Canola oil,Alberta,Southern Alberta,e,t3,44040,268.3461117,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01u1,Canola oil,Alberta,Southern Alberta,u,t3,44040,260.104712,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01u2,Canola oil,Alberta,Southern Alberta,u,t3,44040,273.1171548,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01u3,Canola oil,Alberta,Southern Alberta,u,t3,44040,182.3714586,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAC01u4,Canola oil,Alberta,Southern Alberta,u,t3,44040,183.0131446,0,0,16.77878788,0.796078431,11.73333333,13.62734594
CAS01e1,Canola seed,Alberta,Southern Alberta,e,t1,44005,263.7061404,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01e2,Canola seed,Alberta,Southern Alberta,e,t1,44005,256.4814815,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01e3,Canola seed,Alberta,Southern Alberta,e,t1,44005,286.2068966,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01e4,Canola seed,Alberta,Southern Alberta,e,t1,44005,258.3061889,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01u1,Canola seed,Alberta,Southern Alberta,u,t1,44005,261.9221411,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01u2,Canola seed,Alberta,Southern Alberta,u,t1,44005,262.7388535,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01u3,Canola seed,Alberta,Southern Alberta,u,t1,44005,196.1538462,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS01u4,Canola seed,Alberta,Southern Alberta,u,t1,44005,230.0445931,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02e1,Canola seed,Alberta,Southern Alberta,e,t1,44005,250.4158004,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02e2,Canola seed,Alberta,Southern Alberta,e,t1,44005,223.1422505,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02e3,Canola seed,Alberta,Southern Alberta,e,t1,44005,186.1863489,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02e4,Canola seed,Alberta,Southern Alberta,e,t1,44005,238.7609649,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02u1,Canola seed,Alberta,Southern Alberta,u,t1,44005,317.6789588,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02u2,Canola seed,Alberta,Southern Alberta,u,t1,44005,217.357002,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02u3,Canola seed,Alberta,Southern Alberta,u,t1,44005,294.0437158,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS02u4,Canola seed,Alberta,Southern Alberta,u,t1,44005,252.0763187,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03e1,Canola seed,Alberta,Southern Alberta,e,t1,44005,242.6659529,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03e2,Canola seed,Alberta,Southern Alberta,e,t1,44005,275.4846066,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03e3,Canola seed,Alberta,Southern Alberta,e,t1,44005,265.4586636,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03e4,Canola seed,Alberta,Southern Alberta,e,t1,44005,334.0804598,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03u1,Canola seed,Alberta,Southern Alberta,u,t1,44005,280.1369863,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03u2,Canola seed,Alberta,Southern Alberta,u,t1,44005,229.9192735,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03u3,Canola seed,Alberta,Southern Alberta,u,t1,44005,215.6217346,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS03u4,Canola seed,Alberta,Southern Alberta,u,t1,44005,228.1526549,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04e1,Canola seed,Alberta,Southern Alberta,e,t1,44005,260.5208333,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04e2,Canola seed,Alberta,Southern Alberta,e,t1,44005,231.0344828,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04e3,Canola seed,Alberta,Southern Alberta,e,t1,44005,217.0824295,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04e4,Canola seed,Alberta,Southern Alberta,e,t1,44005,202.5187567,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04u1,Canola seed,Alberta,Southern Alberta,u,t1,44005,255.4114994,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04u2,Canola seed,Alberta,Southern Alberta,u,t1,44005,261.8141097,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04u3,Canola seed,Alberta,Southern Alberta,u,t1,44005,256.1266874,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS04u4,Canola seed,Alberta,Southern Alberta,u,t1,44005,277.5287356,0,0,14.1469697,2.0234375,17.53401361,19.46266006
CAS05e1,Canola seed,Alberta,Southern Alberta,e,t1,44006,295.5882353,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05e2,Canola seed,Alberta,Southern Alberta,e,t1,44006,242.4097665,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05e3,Canola seed,Alberta,Southern Alberta,e,t1,44006,244.9246231,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05e4,Canola seed,Alberta,Southern Alberta,e,t1,44006,239.9568035,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05u1,Canola seed,Alberta,Southern Alberta,u,t1,44006,273.6438679,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05u2,Canola seed,Alberta,Southern Alberta,u,t1,44006,274.4994111,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05u3,Canola seed,Alberta,Southern Alberta,u,t1,44006,231.6316316,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS05u4,Canola seed,Alberta,Southern Alberta,u,t1,44006,229.9672489,0,0,14.31212121,2.259375,17.53401361,19.46266006
CAS01e1,Canola seed,Alberta,Southern Alberta,e,t2,44033,190.4288703,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS01e2,Canola seed,Alberta,Southern Alberta,e,t2,44033,166.9871795,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS01e3,Canola seed,Alberta,Southern Alberta,e,t2,44033,220.7941484,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS01e4,Canola seed,Alberta,Southern Alberta,e,t2,44033,309.4689379,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS01u1,Canola seed,Alberta,Southern Alberta,u,t2,44026,230.7649667,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS01u2,Canola seed,Alberta,Southern Alberta,u,t2,44026,239.6875,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS01u3,Canola seed,Alberta,Southern Alberta,u,t2,44026,239.7714286,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS01u4,Canola seed,Alberta,Southern Alberta,u,t2,44026,262.6240353,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS02e1,Canola seed,Alberta,Southern Alberta,e,t2,44033,243.368984,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS02e2,Canola seed,Alberta,Southern Alberta,e,t2,44033,251.1099366,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS02e3,Canola seed,Alberta,Southern Alberta,e,t2,44033,296.1046512,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS02e4,Canola seed,Alberta,Southern Alberta,e,t2,44033,258.216971,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS02u1,Canola seed,Alberta,Southern Alberta,u,t2,44026,239.6226415,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS02u2,Canola seed,Alberta,Southern Alberta,u,t2,44026,220.3050524,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS02u3,Canola seed,Alberta,Southern Alberta,u,t2,44026,243.452381,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS02u4,Canola seed,Alberta,Southern Alberta,u,t2,44026,262.0616366,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS03e1,Canola seed,Alberta,Southern Alberta,e,t2,44026,255.09684,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS03e2,Canola seed,Alberta,Southern Alberta,e,t2,44026,257.9318449,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS03e3,Canola seed,Alberta,Southern Alberta,e,t2,44026,264.1176471,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS03e4,Canola seed,Alberta,Southern Alberta,e,t2,44026,250.2983294,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS03u1,Canola seed,Alberta,Southern Alberta,u,t2,44033,245.0959488,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS03u2,Canola seed,Alberta,Southern Alberta,u,t2,44033,238.2224646,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS03u3,Canola seed,Alberta,Southern Alberta,u,t2,44033,283.0121704,1,0.353341695,16.875,2.0453125,13.05314626,13.87522059
CAS03u4,Canola seed,Alberta,Southern Alberta,u,t2,44033,191.6929548,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS04e1,Canola seed,Alberta,Southern Alberta,e,t2,44026,247.7224576,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS04e2,Canola seed,Alberta,Southern Alberta,e,t2,44026,273.6096537,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS04e3,Canola seed,Alberta,Southern Alberta,e,t2,44026,266.7021277,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS04e4,Canola seed,Alberta,Southern Alberta,e,t2,44026,237.5799574,0,0,16.75795455,3.4703125,15.26306689,16.3745743
CAS04u1,Canola seed,Alberta,Southern Alberta,u,t2,44033,236.0244989,0,0,16.875,2.0453125,13.05314626,13.87522059
CAS04u2,Canola seed,Alberta,Southern Alberta,u,t2,44033,205.0108932,0,0,16.875,2.0453125,13.05314626,13.87522059
