pr_number,pr_id,created_at,closed_at,merged_at,updated_at,ready_for_review_time,workflow_start_time,author,merged_by_login,reviewer_count,additions,deletions,changed_files,commits,total_lines_changed,comments,review_comments,review_count,review_approved_count,review_commented_count,review_changes_requested_count,review_dismissed_count,first_review_time,first_approval_time,review_requested_count,title,description,task_id,images_count,body,description_word_count,time_to_first_review_minutes,time_to_first_approval_minutes,non_working_minutes,effective_minutes,pr_type,position,has_reviewer_[user_2],has_reviewer_[user_4],has_reviewer_[user],has_reviewer_[user_5],has_reviewer_[user_6],has_reviewer_[user_7],has_reviewer_nsitum,reviewer_team_size,reviewer_team_small,reviewer_team_medium,reviewer_team_large,author_is_reviewer
548,2906440664,2025-10-11T11:23:13Z,2025-10-14T14:17:15Z,2025-10-14T14:17:15Z,2025-10-14T14:17:17Z,2025-10-13T10:45:16Z,2025-10-11T11:23:13+00:00,nsitum,nsitum,6,573,1361,18,14,1934,0,8,8,1,7,0,0,2025-10-13T09:25:02+00:00,2025-10-13T13:03:52+00:00,5,14183458 FE: Table komponenta,"- Kreirana Table komponenta - Izbrisan react-virtuoso paket - Prebačene TableHeader i TableRow komponente u Table komponentu - Popravljen test za EventsTable komponentu nakon brisanja react-virtuoso paketa (bacite oko na komentar ispod) - Dodani testovi za Table, TableRow i TableHeader komponentu",,0,"# Description

- Kreirana Table komponenta
- Izbrisan react-virtuoso paket
- Prebačene TableHeader i TableRow komponente u Table komponentu
- Popravljen test za EventsTable komponentu nakon brisanja react-virtuoso paketa (bacite oko na komentar ispod)
- Dodani testovi za Table, TableRow i TableHeader komponentu",38,2761.8166666666666,2980.65,2100.0,2394.033333333333,refactor,frontend,True,True,True,False,True,True,True,6,0,0,1,1
714,3106307939,2025-12-16T13:13:19Z,2025-12-18T09:15:39Z,2025-12-18T09:15:39Z,2025-12-18T09:15:41Z,,2025-12-16T13:13:19+00:00,[user_2],[user_2],3,180,33,10,7,213,0,9,10,1,9,0,0,2025-12-16T17:32:11+00:00,2025-12-17T23:49:21+00:00,3,15302500 FS: Ukupna cijena ponude,"u bazu ubacena required financijska polja (pocetna, sa popustom, pdv, pp i ukupna cijena): - na createu ih ne navodimo eksplicitno vec ih BE kalkulira na createu prema popustu, ukljucenosti poreza i sadrzaju ponude - na editu ako su navedena polja koja utjecu na cijenu, cijene se ponovo racunaju i spremaju u bazi - na FE je ostala logika racunanja cijena ista ali se koristi samo za preview, na BE se zapravo racuna i sprema cijena",,0,"# Description

u bazu ubacena required financijska polja (pocetna, sa popustom, pdv, pp i ukupna cijena):
- na createu ih ne navodimo eksplicitno vec ih BE kalkulira na createu prema popustu, ukljucenosti poreza i sadrzaju ponude
- na editu ako su navedena polja koja utjecu na cijenu, cijene se ponovo racunaju i spremaju u bazi
- na FE je ostala logika racunanja cijena ista ali se koristi samo za preview, na BE se zapravo racuna i sprema cijena",73,258.8666666666667,2076.0333333333338,0.0,2642.3333333333335,refactor,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
710,3102899558,2025-12-15T15:06:10Z,2025-12-18T11:16:45Z,2025-12-18T11:16:44Z,2025-12-18T11:16:46Z,,2025-12-15T15:06:10+00:00,[user_2],[user_2],3,53,69,5,9,122,1,4,7,1,6,0,0,2025-12-16T10:33:31+00:00,2025-12-18T11:16:02+00:00,3,15302803 FE: Zacrveniti polja,"neka polja se nebi zacrvenila kad su kriva jer se nebi dodirnila pa touched atribut nebude true, sta mora bit da se prikaze error (svugdi gledamo touched i error): - doda san problematicna u event initial values da ih formik moze stavit ko touched na submitu - labela ""Ostalo"" -> ""Ostalo (prodajni kanal)"" - usput san azurira event tip da opcionalna polja mogu bit i null - usput pocistia event repo create metodu da se ne pise svako polje - usput san primjetia da deliveryMethodOther jedini nema provjeru toucheda pa san doda ovo je neki temp fix, doda bi task da prazne stringove normaliziramo u null prije slanja jer ovako nam sva ova opcionalna polja imaju prazne stringove u bazi",,0,"# Description

neka polja se nebi zacrvenila kad su kriva jer se nebi dodirnila pa touched atribut nebude true, sta mora bit da se prikaze error (svugdi gledamo touched i error):
- doda san problematicna u event initial values da ih formik moze stavit ko touched na submitu
- labela ""Ostalo"" -> ""Ostalo (prodajni kanal)""
- usput san azurira event tip da opcionalna polja mogu bit i null
- usput pocistia event repo create metodu da se ne pise svako polje
- usput san primjetia da deliveryMethodOther jedini nema provjeru toucheda pa san doda

ovo je neki temp fix, doda bi task da prazne stringove normaliziramo u null prije slanja jer ovako nam sva ova opcionalna polja imaju prazne stringove u bazi",114,1167.35,4089.8666666666663,0.0,4090.5666666666666,fix,frontend,True,False,True,False,False,False,True,3,0,1,0,1
705,3101977097,2025-12-15T10:45:53Z,2025-12-16T13:50:43Z,2025-12-16T13:50:43Z,2025-12-16T13:50:44Z,,2025-12-15T10:45:53+00:00,[user_2],[user_2],3,24,23,4,7,47,0,3,4,1,3,0,0,2025-12-15T12:08:09+00:00,2025-12-16T09:40:52+00:00,3,15298619 FS: Meni validacija,"poopravljena validacija menija i dodan botun za obrisat redak maka san nepotrebne propove: - isRequired je uvik samo !isReadOnly a saljemo isReadOnly pa po tome mozemo namistit isRequired, tako radimo na drugin formama - isPdvVisible i isPpVisible san maka i samo gleda isPriceVisible jer nemamo trenutno use case di nam triba toliko custom prikaz izgled i dalje ne valja al triba bi se risit s ovin taskom: https://github.com/[user]/[project]/pull/703",,0,"# Description

poopravljena validacija menija i dodan botun za obrisat redak

maka san nepotrebne propove: 
- isRequired je uvik samo !isReadOnly a saljemo isReadOnly pa po tome mozemo namistit isRequired, tako radimo na drugin formama
- isPdvVisible i isPpVisible san maka i samo gleda isPriceVisible jer nemamo trenutno use case di nam triba toliko custom prikaz

izgled i dalje ne valja al triba bi se risit s ovin taskom: https://github.com/[user]/[project]/pull/703",72,82.26666666666667,1374.9833333333331,0.0,1624.8333333333333,fix,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
515,2851084068,2025-09-22T20:42:58Z,2025-09-25T11:55:17Z,2025-09-25T11:55:17Z,2025-09-25T11:55:19Z,2025-09-23T17:15:03Z,2025-09-22T20:42:58+00:00,[user_6],[user_6],4,9,44,1,7,53,0,3,4,2,2,0,0,2025-09-24T09:30:58+00:00,2025-09-24T10:26:06+00:00,5,FE: UI tablice korisnika,Na prikazu korisnika checkboxovi za sve permisije zasebno zamijenjeni samo counterom permisija.,G3DyNUdA,0,"# Description

Na prikazu korisnika checkboxovi za sve permisije zasebno zamijenjeni samo counterom permisija.",12,2208.0,2263.1333333333337,0.0,3792.3166666666666,update,frontend,False,True,True,False,False,True,True,4,0,1,0,0
578,2957991832,2025-10-29T08:07:51Z,2025-10-30T10:58:25Z,2025-10-30T10:58:25Z,2025-10-30T10:58:27Z,2025-10-29T09:14:24Z,2025-10-29T08:07:51+00:00,[user_2],[user_2],6,220,102,18,12,322,0,7,3,1,2,0,0,2025-10-30T10:00:50+00:00,2025-10-30T10:56:50+00:00,5,14504712 BE (Bug): Event service/client notifikacija,"bug: notifikacije nisu dobavljale formitarane promjene (npr. promjena eventovog clientIda bi u notifikaciji prikazala promjenu iz jednog IDa u drugi umjesto promjenu jednog klijenta u drugi po imenu, ista tvar za serviceId) fix: notification module importa changes module i dobavlja relateane promjene iz changes servicea jer se tamo obavlja formatiranje (iz raw querya u notification repou maknuto dohvacanje promjena) dodatne promjene: -  polako se gradi veliki kupus circular dependencya, changes ima vec circular dependency sa event, user, product modulima, a sad kako san triba importat changes u notification moduleu dobili smo novi circular jer event, user, product moduli importaju notification module: notification -> changes -> event -> notification - updatean Change tip - popravljeno cachiranje na event, user i product repozitorijima (specificno tamo di se dobavlja cache pa prolazia kroz niz da dobavi one koji mu tribaju): kako se koristilo (nesto ?? []).find imali bi [] ako je cache prazan pa bi se provjeria response samo sa ifom, a ako je [] bit ce true i vratit ce nista umisto da querya bazu",,0,"# Description

bug: notifikacije nisu dobavljale formitarane promjene (npr. promjena eventovog clientIda bi u notifikaciji prikazala promjenu iz jednog IDa u drugi umjesto promjenu jednog klijenta u drugi po imenu, ista tvar za serviceId)

fix: notification module importa changes module i dobavlja relateane promjene iz changes servicea jer se tamo obavlja formatiranje (iz raw querya u notification repou maknuto dohvacanje promjena)

dodatne promjene:
-  polako se gradi veliki kupus circular dependencya, changes ima vec circular dependency sa event, user, product modulima, a sad kako san triba importat changes u notification moduleu dobili smo novi circular jer event, user, product moduli importaju notification module: notification -> changes -> event -> notification
- updatean Change tip
- popravljeno cachiranje na event, user i product repozitorijima (specificno tamo di se dobavlja cache pa prolazia kroz niz da dobavi one koji mu tribaju): kako se koristilo (nesto ?? []).find imali bi [] ako je cache prazan pa bi se provjeria response samo sa ifom, a ako je [] bit ce true i vratit ce nista umisto da querya bazu",164,1552.9833333333331,1608.9833333333331,0.0,1610.5666666666666,fix,backend,True,True,True,False,True,True,True,6,0,0,1,1
536,2893472501,2025-10-07T10:28:36Z,2025-10-07T14:36:50Z,2025-10-07T14:36:50Z,2025-10-07T14:36:51Z,2025-10-07T10:45:59Z,2025-10-07T10:28:36+00:00,[user_2],[user_2],5,4,6,1,4,10,2,0,1,1,0,0,0,2025-10-07T12:01:29+00:00,2025-10-07T12:01:29+00:00,5,BE (Bug): startDate edit,"Bug je bia s vremenskim zonama, kad bi npr stavili datum 09-09 on bi updatea u 08-09-22:00 na update metodi u event repozitoriju san stavia da se za datume stavlja ko sta se stavljalo za create za startDate",,0,"# Description

Bug je bia s vremenskim zonama, kad bi npr stavili datum 09-09 on bi updatea u 08-09-22:00
na update metodi u event repozitoriju san stavia da se za datume stavlja ko sta se stavljalo za create za startDate",42,92.88333333333333,92.88333333333333,0.0,248.23333333333335,fix,backend,False,True,True,False,True,True,True,5,0,0,1,0
621,3002761142,2025-11-12T13:07:20Z,2025-11-14T12:36:38Z,2025-11-14T12:36:38Z,2025-11-14T12:36:39Z,,2025-11-12T13:07:20+00:00,[user_2],[user_2],3,102,4,3,7,106,0,3,2,1,1,0,0,2025-11-13T14:16:43+00:00,2025-11-13T14:16:43+00:00,2,14740899 BE: Assignee query param,dodan assignee query param koji ako je true dobavljamo sve odgovorne osobe,,0,"# Description

dodan assignee query param koji ako je true dobavljamo sve odgovorne osobe",12,1509.3833333333332,1509.3833333333332,0.0,2849.3,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
507,2838029469,2025-09-17T21:38:42Z,2025-10-27T09:37:16Z,2025-10-27T09:37:15Z,2025-10-27T09:37:18Z,2025-09-24T10:03:15Z,2025-09-17T21:38:42+00:00,[user_6],[user_2],6,155,14,7,30,169,6,14,14,4,10,0,0,2025-09-18T22:26:01+00:00,2025-09-24T18:35:03+00:00,7,918 fs razlog odbijanja,"Kod uređivanja događaja dodano je novo polje Razlog odbijanja koje se pojavi ako je status promijenjen iz bilo kojeg drugog u Odbijeno. Polje se obavezno mora popuniti. Ako se ide ponovno na edit može se uredit razlog odbijanja. Ako se ponovno status mijenja iz Odbijeno u bilo koji drugi, vrijednost za polje Razlog odbijanja se briše, a vidi se u povijesti promjena.",4fNQKQgS,0,"# Description

Kod uređivanja događaja dodano je novo polje Razlog odbijanja koje se pojavi ako je status promijenjen iz bilo kojeg drugog u Odbijeno. Polje se obavezno mora popuniti. Ako se ide ponovno na edit može se uredit razlog odbijanja. Ako se ponovno status mijenja iz Odbijeno u bilo koji drugi, vrijednost za polje Razlog odbijanja se briše, a vidi se u povijesti promjena.",62,1487.3166666666668,9896.350000000002,18780.0,38098.54999999999,update,fullstack,True,True,True,False,True,True,True,6,0,0,1,1
591,2972430908,2025-11-03T11:53:25Z,2025-11-04T15:40:33Z,2025-11-04T15:40:33Z,2025-11-04T15:40:36Z,,2025-11-03T11:53:25+00:00,nsitum,nsitum,2,99,74,3,4,173,2,1,2,2,0,0,0,2025-11-03T14:10:19+00:00,2025-11-03T14:10:19+00:00,3,14588592 FE: Polje način isporuke,"Pomaknuto polje ""Način isporuke"" na vrh. Napravljeno da je required. Iz nekog misterioznog razloga pada validacija na oneOf i onda ispiše ""Neispravna vrijednost načina isporuke"" umjesto ""Način isporuke je obavezan"" iako je initial vrijednost na UNKNOWN i sve štima. Molim vas bacite oko da probamo zajedno riješiti ovu misteriju.",,0,"# Description

Pomaknuto polje ""Način isporuke"" na vrh. Napravljeno da je required. Iz nekog misterioznog razloga pada validacija na oneOf i onda ispiše ""Neispravna vrijednost načina isporuke"" umjesto ""Način isporuke je obavezan"" iako je initial vrijednost na UNKNOWN i sve štima. Molim vas bacite oko da probamo zajedno riješiti ovu misteriju.",49,136.9,136.9,0.0,1667.133333333333,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
594,2974404671,2025-11-03T22:32:27Z,2025-11-04T16:27:42Z,2025-11-04T16:27:42Z,2025-11-04T16:27:43Z,2025-11-04T16:08:09Z,2025-11-03T22:32:27+00:00,[user],[user_2],0,1305,5,32,4,1310,1,0,0,0,0,0,0,,,0,feature: menus,"nabrzinu sam c/p ponude, tribalo bi radit @[user_2] please samo skriptu triba migrirat @[user_2] @nsitum istestirajte (fixajte ako sta triba) i merge ima praksi koje se krse (vidio pri c/p) ali to nek nam je manje bitno trenutno",TASK_ID,0,"# Description

nabrzinu sam c/p ponude, tribalo bi radit
@[user_2] please samo skriptu triba migrirat
@[user_2] @nsitum istestirajte (fixajte ako sta triba) i merge
ima praksi koje se krse (vidio pri c/p) ali to nek nam je manje bitno trenutno",40,,,0.0,1075.25,fix,other,False,False,False,False,False,False,False,0,1,0,0,0
557,2916899037,2025-10-15T11:20:31Z,2025-10-16T20:25:10Z,2025-10-16T20:25:10Z,2025-10-16T20:25:12Z,,2025-10-15T11:20:31+00:00,nsitum,nsitum,6,132,38,7,4,170,2,4,5,2,3,0,0,2025-10-15T11:28:54+00:00,2025-10-15T11:57:22+00:00,5,14205346 FE: Interni status,"Dodano polje ""Dodijeljeno"" u formi događaja. Napravljene su sljedeće izmjene: - Dodan padajući izbornik ""Dodijeljeno"" u formi događaja sa opcijama enuma InternalStatus - Dodane potrebne mape/konstante za InternalStatus - Maknuto zakucavanje na Nepoznato na BE - Dodano filtriranje za polje ""Dodijeljeno"" - Prilagođen kod za filtriranje",,0,"# Description

Dodano polje ""Dodijeljeno"" u formi događaja. Napravljene su sljedeće izmjene:
- Dodan padajući izbornik ""Dodijeljeno"" u formi događaja sa opcijama enuma InternalStatus
- Dodane potrebne mape/konstante za InternalStatus
- Maknuto zakucavanje na Nepoznato na BE
- Dodano filtriranje za polje ""Dodijeljeno""
- Prilagođen kod za filtriranje",42,8.383333333333331,36.85,0.0,1984.65,update,frontend,True,True,True,False,True,True,True,6,0,0,1,1
608,2995272629,2025-11-10T13:17:00Z,2025-11-12T08:55:10Z,2025-11-12T08:55:10Z,2025-11-12T08:55:13Z,2025-11-10T13:21:14Z,2025-11-10T13:17:00+00:00,[user_2],[user_2],3,100,110,21,6,210,0,7,3,1,2,0,0,2025-11-11T16:15:07+00:00,2025-11-11T16:15:07+00:00,2,14701840 FS: Socket module,socket module sad nije globalan maknuto emitiranje socket eventa u event moduleu emita se socket event samo na kreiranju/brisanju notifikacija provjerom tipa entiteta u payloadu socket eventa (ne)radimo refetch entiteta,,0,"# Description

socket module sad nije globalan
maknuto emitiranje socket eventa u event moduleu
emita se socket event samo na kreiranju/brisanju notifikacija
provjerom tipa entiteta u payloadu socket eventa (ne)radimo refetch entiteta",32,1618.1166666666668,1618.1166666666668,0.0,2618.166666666667,refactor,fullstack,True,False,True,False,False,False,True,3,0,1,0,1
644,3030158971,2025-11-20T14:38:47Z,2025-11-21T11:42:05Z,2025-11-21T11:42:05Z,2025-11-21T11:42:06Z,,2025-11-20T14:38:47+00:00,nsitum,nsitum,2,23,16,3,2,39,0,1,1,1,0,0,0,2025-11-21T11:17:07+00:00,2025-11-21T11:17:07+00:00,2,14761252 FE: Maknut nepotreban fetch usluga u event tablici,"Uklonjena logika dohvata usluga i iteriranja kroz događaje, umjesto toga ubačen event.service.name, prilagođena invalidacija cache-a.",,0,"# Description

Uklonjena logika dohvata usluga i iteriranja kroz događaje, umjesto toga ubačen event.service.name, prilagođena invalidacija cache-a.",18,1238.3333333333333,1238.3333333333333,0.0,1263.3,refactor,frontend,True,False,True,False,False,False,False,2,1,0,0,0
664,3064125913,2025-12-02T15:56:34Z,2025-12-04T07:19:14Z,2025-12-04T07:19:14Z,2025-12-04T07:19:15Z,,2025-12-02T15:56:34+00:00,[user_2],[user_2],3,23,5,3,1,28,0,2,2,1,1,0,0,2025-12-03T21:53:18+00:00,2025-12-03T21:53:18+00:00,2,"14830496 BE: Meta polja: kreirano, ažurirano",dodana meta polja na ponudama: createdAt i updatedAt azurirani tipovi migracijska skripta,,0,"# Description

dodana meta polja na ponudama: createdAt i updatedAt
azurirani tipovi
migracijska skripta",12,1796.7333333333331,1796.7333333333331,0.0,2362.666666666667,feature,backend,True,False,True,False,False,False,True,3,0,1,0,1
674,3070454458,2025-12-04T09:19:58Z,2025-12-05T10:50:38Z,2025-12-05T10:50:38Z,2025-12-05T10:50:40Z,,2025-12-04T09:19:58+00:00,[user_2],[user_2],2,8,3,3,3,11,0,0,1,1,0,0,0,2025-12-04T17:08:04+00:00,2025-12-04T17:08:04+00:00,2,"14831599 BE: Dodati autoinkrementi ""number"" stupac",dodano autoinkrementirano number polje u offer modelu,,0,"# Description

dodano autoinkrementirano number polje u offer modelu",7,468.1,468.1,0.0,1530.6666666666667,feature,backend,False,False,True,False,False,False,True,2,1,0,0,0
520,2861018325,2025-09-25T14:56:37Z,2025-09-30T12:11:13Z,2025-09-30T12:11:13Z,2025-09-30T12:11:16Z,2025-09-25T15:00:30Z,2025-09-25T14:56:37+00:00,[user_2],[user_2],6,20,76,5,5,96,2,2,3,1,2,0,0,2025-09-27T14:03:08+00:00,2025-09-30T10:52:29+00:00,7,841 FS Cleanup event service status,Cleanup logike filtriranja evenata po statusu. Status query parametar dolazi ko array ili samo ko string ako je samo jedan pa san prilagodia tip statusa. Neznan zasto je ovo filtriranje po statusu uopce ostalo na BE kad se samo fetchaju svi eventovi i sve se filtrira na FE osin statusa. Tribalo bi vidit ocemo li filtrirat sve na FE Promjene: - Pociscena logika filtriranja po statusu - Obrisani ne koristeni argumenti - Rename getPaginated -> getAll - Pociscen useFetchEvents da ne salje lokacije kad se svakako s njima nista ne radi na BE,0QBMqlJo,0,"# Description

Cleanup logike filtriranja evenata po statusu. Status query parametar dolazi ko array ili samo ko string ako je samo jedan pa san prilagodia tip statusa. Neznan zasto je ovo filtriranje po statusu uopce ostalo na BE kad se samo fetchaju svi eventovi i sve se filtrira na FE osin statusa. Tribalo bi vidit ocemo li filtrirat sve na FE

Promjene:
- Pociscena logika filtriranja po statusu
- Obrisani ne koristeni argumenti
- Rename getPaginated -> getAll
- Pociscen useFetchEvents da ne salje lokacije kad se svakako s njima nista ne radi na BE",88,2826.5166666666664,6955.866666666668,2880.0,4154.6,refactor,fullstack,False,True,True,True,True,True,True,6,0,0,1,0
717,3117615515,2025-12-19T13:23:16Z,2025-12-19T21:27:05Z,2025-12-19T21:27:05Z,2025-12-19T21:27:06Z,,2025-12-19T13:23:16+00:00,nsitum,nsitum,2,28,22,2,1,50,0,0,1,1,0,0,0,2025-12-19T14:58:12+00:00,2025-12-19T14:58:12+00:00,2,15373467 FE: Povezane ponude/događaji,"Dodani gumbi za kreiranje događaja/ponude u formama. Doda sam samo gumbove koji vode na rute za kreiranje. Palo mi je na pamet ali nisam radia da npr da editu događaja kad kliknemo kreiraj ponudu prefilla taj događaj u dropdown. Također imamo flow da kad kliknemo na kreiraj ponudu/događaj ne filla taj događaj/ponudu automatski već trebamo u ići u dropdown i pronaći tu ponudu događaj. Treba li nam ta mogućnost? Vezano za nove stupce, dodani su [ovom](https://github.com/[user]/[project]/pull/707) tasku",,2,"# Description

Dodani gumbi za kreiranje događaja/ponude u formama. Doda sam samo gumbove koji vode na rute za kreiranje. Palo mi je na pamet ali nisam radia da npr da editu događaja kad kliknemo kreiraj ponudu prefilla taj događaj u dropdown. 

Također imamo flow da kad kliknemo na kreiraj ponudu/događaj ne filla taj događaj/ponudu automatski već trebamo u ići u dropdown i pronaći tu ponudu događaj. Treba li nam ta mogućnost?

Vezano za nove stupce, dodani su [ovom](https://github.com/[user]/[project]/pull/707) tasku",87,94.93333333333334,94.93333333333334,0.0,483.81666666666666,feature,frontend,True,False,True,False,False,False,False,2,1,0,0,0
512,2844141683,2025-09-19T14:51:38Z,2025-09-22T08:44:02Z,2025-09-22T08:44:02Z,2025-09-22T08:44:04Z,,2025-09-19T14:51:38+00:00,[user_2],[user_2],6,28,92,6,2,120,0,0,2,2,0,0,0,2025-09-20T13:25:50+00:00,2025-09-20T13:25:50+00:00,6,946 BE: Validacijski responsovi,NestJS-ov HttpException tip ima cause atribut kojeg san iskoristia da se ispisu validacijske greske. Maka san one provjere tipa errora jer ce uvik bit Yupov Validation Error ako padne validacija. Updatean ApiError tip,7OYiVh93,0,"# Description

NestJS-ov HttpException tip ima cause atribut kojeg san iskoristia da se ispisu validacijske greske. Maka san one provjere tipa errora jer ce uvik bit Yupov Validation Error ako padne validacija. Updatean ApiError tip",34,1354.2,1354.2,2880.0,1072.4,update,backend,False,True,True,True,True,True,True,6,0,0,1,0
567,2929191226,2025-10-20T09:30:23Z,2025-10-28T10:22:26Z,2025-10-28T10:22:26Z,2025-10-28T10:22:28Z,2025-10-22T11:19:03Z,2025-10-20T09:30:23+00:00,[user_2],[user_2],6,1059,478,40,53,1537,0,31,14,1,13,0,0,2025-10-22T11:24:56+00:00,2025-10-25T15:50:04+00:00,8,14216549 FS: Migracija client podataka,"promjene strukture: - client polja iz event tablice prebacena u User tablicu - dodana relacija Client u Event tablicu umjesto svih client polja - lozinka i email opcionalni u User tablici (klijenti nece imati lozinke a dosada ni email klijenta nije bia obavezan kad bi se upisiva u eventu) dodana migracijska skripta: - migrirani client podaci iz eventa u svoju user tablicu na nacin da se kreiraju klijenti u User tablici - izbjegavamo duplikate po emailu, ako su dva eventa imali clientEmail isti kreirace se jedan klijent i oba eventa pridruziti njegov clientId - migrirane event promjene tako da client polja se prebace u zasebne promjene klijenta mapiranje imena klijenta u event promjenama (potrebno za slucaj kada se eventu promjeni clientId pa da se dohvati taj klijent i ispise njegovo ime a ne ID, isto ko sta smo radili za service) updateani tipovi flow kreiranja eventa (triba smislit bolji nacin i najvjerojatnije odvojit klijent i event formu): - kreiranjem eventa se poziva upsert klijenta(ako je popunjen klijentov email u event formi provjeravamo da li vec postoji da ne radimo duplikate, ako postoji koristimo njega, ako ne postoji kreiramo novog klijenta) - prilikom promjene eventa mozemo klijentove podatke mijenjati, gledamo email kao identifikator - ako kroz event formu mijenjamo podatke klijenta sa emailom npr: [ivo@unist.hr](mailto:ivo@unist.hr) azurirat cemo tog klijenta i na svim ostalim eventovima gdje je taj klijent - kada prebacimo klijentov email u event formi iz npr: [ivo@unist.hr](mailto:ivo@unist.hr) u [maja@unist.hr](mailto:maja@unist.hr) ako postoji dohvacamo vec postojeceg klijenta, ako ne postoji kreiramo novog sa tim mailom (ne updateamo [ivo@unist.hr](mailto:ivo@unist.hr)) - ako mijenjamo kroz event formu klijenta bez emaila updateamo tocno njega (ne kreiramo novog) updateani raw queriji kako je u formi puno ime klijenta a u tablici imamo odvojeno ime i prezime spaja sam ime i prezime (nebi bilo lose u formi odvojit ime i prezime) u event formi je bia problem sa klijent poljima jer su atributi objekta pa san poravna to samo za formu da se koristi ko da su polja samog eventa pa se na submit salje u pravilnom obliku updateani validatori tldr: opci kaos, treba bolje smislit sta i kako sa klijentom u event formi, ovako imamo prakticki 2 forme u jednoj a svaka radi zasebnu stvar",,0,"# Description

promjene strukture:
- client polja iz event tablice prebacena u User tablicu
- dodana relacija Client u Event tablicu umjesto svih client polja
- lozinka i email opcionalni u User tablici (klijenti nece imati lozinke a dosada ni email klijenta nije bia obavezan kad bi se upisiva u eventu)

dodana migracijska skripta: 
- migrirani client podaci iz eventa u svoju user tablicu na nacin da se kreiraju klijenti u User tablici 
- izbjegavamo duplikate po emailu, ako su dva eventa imali clientEmail isti kreirace se jedan klijent i oba eventa pridruziti njegov clientId
- migrirane event promjene tako da client polja se prebace u zasebne promjene klijenta

mapiranje imena klijenta u event promjenama (potrebno za slucaj kada se eventu promjeni clientId pa da se dohvati taj klijent i ispise njegovo ime a ne ID, isto ko sta smo radili za service)

updateani tipovi

flow kreiranja eventa (triba smislit bolji nacin i najvjerojatnije odvojit klijent i event formu):
- kreiranjem eventa se poziva upsert klijenta(ako je popunjen klijentov email u event formi provjeravamo da li vec postoji da ne radimo duplikate, ako postoji koristimo njega, ako ne postoji kreiramo novog klijenta)
- prilikom promjene eventa mozemo klijentove podatke mijenjati, gledamo email kao identifikator
- ako kroz event formu mijenjamo podatke klijenta sa emailom npr: [ivo@unist.hr](mailto:ivo@unist.hr) azurirat cemo tog klijenta i na svim ostalim eventovima gdje je taj klijent
- kada prebacimo klijentov email u event formi iz npr: [ivo@unist.hr](mailto:ivo@unist.hr) u [maja@unist.hr](mailto:maja@unist.hr) ako postoji dohvacamo vec postojeceg klijenta, ako ne postoji kreiramo novog sa tim mailom (ne updateamo [ivo@unist.hr](mailto:ivo@unist.hr))
- ako mijenjamo kroz event formu klijenta bez emaila updateamo tocno njega (ne kreiramo novog)

updateani raw queriji

kako je u formi puno ime klijenta a u tablici imamo odvojeno ime i prezime spaja sam ime i prezime (nebi bilo lose u formi odvojit ime i prezime)

u event formi je bia problem sa klijent poljima jer su atributi objekta pa san poravna to samo za formu da se koristi ko da su polja samog eventa pa se na submit salje u pravilnom obliku

updateani validatori

tldr: opci kaos, treba bolje smislit sta i kako sa klijentom u event formi, ovako imamo prakticki 2 forme u jednoj a svaka radi zasebnu stvar",383,2994.5499999999997,7579.683333333334,2940.0,8632.050000000001,feature,fullstack,True,True,True,False,True,True,True,6,0,0,1,1
725,3119807267,2025-12-20T13:18:57Z,2025-12-20T13:25:55Z,2025-12-20T13:25:55Z,2025-12-20T13:25:57Z,,2025-12-20T13:18:57+00:00,nsitum,nsitum,1,2,2,1,1,4,0,0,0,0,0,0,0,,,1,15373643 FE: labela vrijeme i trajanje,Vrijeme -> Vrijeme početka Trajanje -> Trajanje događaja,,0,"# Description

Vrijeme -> Vrijeme početka
Trajanje -> Trajanje događaja",6,,,6.966666666666666,-8.326672684688674e-16,refactor,frontend,False,False,True,False,False,False,False,1,1,0,0,0
639,3029410349,2025-11-20T11:05:15Z,2025-11-20T11:14:06Z,2025-11-20T11:14:06Z,2025-11-20T11:14:08Z,,2025-11-20T11:05:15+00:00,nsitum,nsitum,1,4,3,1,1,7,0,0,0,0,0,0,0,,,1,14829494 FE: Ažurirati ikonice u navigaciji,Ažurirane ikonice u navigaciji za klijente i usluge (IconAddressBook i IconCategory),,0,"# Description

Ažurirane ikonice u navigaciji za klijente i usluge (IconAddressBook i IconCategory)",11,,,0.0,8.85,update,frontend,False,False,True,False,False,False,False,1,1,0,0,0
668,3067360432,2025-12-03T13:02:18Z,2025-12-05T10:22:12Z,2025-12-05T10:22:12Z,2025-12-05T10:22:14Z,,2025-12-03T13:02:18+00:00,[user_2],[user_2],2,1292,1107,35,2,2399,1,0,1,1,0,0,0,2025-12-04T16:39:35+00:00,2025-12-04T16:39:35+00:00,2,15065571 BE: Prettier za packages,dodan prettierrc u packages i formatirani svi fileovi,,0,"# Description

dodan prettierrc u packages i formatirani svi fileovi",8,1657.2833333333333,1657.2833333333333,0.0,2719.8999999999996,refactor,backend,False,False,True,False,False,False,True,2,1,0,0,0
